TradeID,EntryTime,OptionType,Delta,ShortStrike,LongStrike,Width,Premium,ProfitTarget,ProfitDateTime,ProfitPrice,StopLossDateTime,StopLossTarget,StopLossPrice,IsWin,Outcome,ProfitLoss,ProfitLossAfterSlippage,CommissionFees,Slippage,LossMultiple,TradesToday,VIX,OpenDate,OpenTime,CloseDate,CloseTime
5049387,2023-01-04 09:45:00,P,0.0,3800.0,3745.0,55.0,4.75,P100,,,,2x,,True,Expiration,4.75,4.75,0,0,0.0,0,22.93,2023-01-04,09:45:00,,
5049879,2023-01-04 10:00:00,P,0.0,3805.0,3750.0,55.0,4.6,P100,,,,2x,,True,Expiration,4.6,4.6,0,0,0.0,0,22.93,2023-01-04,10:00:00,,
5039791,2023-01-04 10:15:00,C,0.0,3855.0,3910.0,55.0,4.85,P100,,,1/4/2023 11:31:00 AM,2x,14.55,False,Stop Loss,-9.7,-9.7,0,0,2.0,26,22.93,2023-01-04,10:15:00,2023-01-04,11:31:00
5040039,2023-01-04 10:30:00,C,0.0,3860.0,3915.0,55.0,4.65,P100,,,1/4/2023 11:31:00 AM,2x,13.95,False,Stop Loss,-9.3,-9.3,0,0,2.0,0,22.93,2023-01-04,10:30:00,2023-01-04,11:31:00
5040695,2023-01-04 10:45:00,C,0.0,3865.0,3920.0,55.0,4.35,P100,,,1/4/2023 11:35:00 AM,2x,13.05,False,Stop Loss,-8.7,-8.7,0,0,2.0,0,22.93,2023-01-04,10:45:00,2023-01-04,11:35:00
5051851,2023-01-04 11:00:00,P,0.0,3815.0,3760.0,55.0,4.85,P100,,,,2x,,True,Expiration,4.85,4.85,0,0,0.0,0,22.93,2023-01-04,11:00:00,,
5052163,2023-01-04 11:15:00,P,0.0,3820.0,3765.0,55.0,4.4,P100,,,,2x,,True,Expiration,4.4,4.4,0,0,0.0,0,22.93,2023-01-04,11:15:00,,
5052715,2023-01-04 11:30:00,P,0.0,3825.0,3770.0,55.0,4.75,P100,,,,2x,,True,Expiration,4.75,4.75,0,0,0.0,0,22.93,2023-01-04,11:30:00,,
5053079,2023-01-04 11:45:00,P,0.0,3840.0,3785.0,55.0,4.65,P100,,,1/4/2023 2:28:00 PM,2x,13.95,False,Stop Loss,-9.3,-9.3,0,0,2.0,0,22.93,2023-01-04,11:45:00,2023-01-04,14:28:00
5053535,2023-01-04 12:00:00,P,0.0,3845.0,3790.0,55.0,4.85,P100,,,1/4/2023 2:25:00 PM,2x,14.55,False,Stop Loss,-9.7,-9.7,0,0,2.0,0,22.93,2023-01-04,12:00:00,2023-01-04,14:25:00
5054087,2023-01-04 12:15:00,P,0.0,3840.0,3785.0,55.0,4.9,P100,,,1/4/2023 2:29:00 PM,2x,14.7,False,Stop Loss,-9.8,-9.8,0,0,2.0,0,22.93,2023-01-04,12:15:00,2023-01-04,14:29:00
5054475,2023-01-04 12:30:00,P,0.0,3840.0,3785.0,55.0,4.6,P100,,,1/4/2023 2:27:00 PM,2x,13.8,False,Stop Loss,-9.2,-9.2,0,0,2.0,0,22.93,2023-01-04,12:30:00,2023-01-04,14:27:00
5054979,2023-01-04 12:45:00,P,0.0,3845.0,3790.0,55.0,4.55,P100,,,1/4/2023 2:25:00 PM,2x,13.65,False,Stop Loss,-9.1,-9.1,0,0,2.0,0,22.93,2023-01-04,12:45:00,2023-01-04,14:25:00
5044639,2023-01-04 13:00:00,C,0.0,3880.0,3935.0,55.0,4.5,P100,,,,2x,,True,Expiration,4.5,4.5,0,0,0.0,0,22.93,2023-01-04,13:00:00,,
5045227,2023-01-04 13:15:00,C,0.0,3880.0,3935.0,55.0,4.7,P100,,,,2x,,True,Expiration,4.7,4.7,0,0,0.0,0,22.93,2023-01-04,13:15:00,,
5056583,2023-01-04 13:30:00,P,0.0,3840.0,3785.0,55.0,4.65,P100,,,1/4/2023 2:28:00 PM,2x,13.95,False,Stop Loss,-9.3,-9.3,0,0,2.0,0,22.93,2023-01-04,13:30:00,2023-01-04,14:28:00
5057079,2023-01-04 13:45:00,P,0.0,3840.0,3785.0,55.0,4.25,P100,,,1/4/2023 2:26:00 PM,2x,12.75,False,Stop Loss,-8.5,-8.5,0,0,2.0,0,22.93,2023-01-04,13:45:00,2023-01-04,14:26:00
5046351,2023-01-04 14:00:00,C,0.0,3880.0,3935.0,55.0,4.5,P100,,,,2x,,True,Expiration,4.5,4.5,0,0,0.0,0,22.93,2023-01-04,14:00:00,,
5046755,2023-01-04 14:15:00,C,0.0,3865.0,3920.0,55.0,3.6,P100,,,,2x,,True,Expiration,3.6,3.6,0,0,0.0,0,22.93,2023-01-04,14:15:00,,
5047311,2023-01-04 14:30:00,C,0.0,3840.0,3895.0,55.0,4.05,P100,,,1/4/2023 3:00:00 PM,2x,12.15,False,Stop Loss,-8.1,-8.1,0,0,2.0,0,22.93,2023-01-04,14:30:00,2023-01-04,15:00:00
5047483,2023-01-04 14:45:00,C,0.0,3845.0,3900.0,55.0,3.9,P100,,,1/4/2023 3:01:00 PM,2x,11.7,False,Stop Loss,-7.8,-7.8,0,0,2.0,0,22.93,2023-01-04,14:45:00,2023-01-04,15:01:00
5047947,2023-01-04 15:00:00,C,0.0,3855.0,3910.0,55.0,3.65,P100,,,,2x,,True,Expiration,3.65,3.65,0,0,0.0,0,22.93,2023-01-04,15:00:00,,
5060023,2023-01-04 15:15:00,P,0.0,3845.0,3790.0,55.0,4.2,P100,,,1/4/2023 3:35:00 PM,2x,12.6,False,Stop Loss,-8.4,-8.4,0,0,2.0,0,22.93,2023-01-04,15:15:00,2023-01-04,15:35:00
5060299,2023-01-04 15:30:00,P,0.0,3840.0,3785.0,55.0,3.75,P100,,,1/4/2023 3:36:00 PM,2x,11.25,False,Stop Loss,-7.5,-7.5,0,0,2.0,0,22.93,2023-01-04,15:30:00,2023-01-04,15:36:00
5048831,2023-01-04 15:45:00,C,0.0,3830.0,3885.0,55.0,2.75,P100,,,1/4/2023 3:49:00 PM,2x,8.25,False,Stop Loss,-5.5,-5.5,0,0,2.0,0,22.93,2023-01-04,15:45:00,2023-01-04,15:49:00
5069883,2023-01-05 09:33:00,C,0.0,3850.0,3905.0,55.0,4.9,P100,,,,2x,,True,Expiration,4.9,4.9,0,0,0.0,26,22.200001,2023-01-05,09:33:00,,
5070495,2023-01-05 09:45:00,C,0.0,3835.0,3890.0,55.0,4.75,P100,,,,2x,,True,Expiration,4.75,4.75,0,0,0.0,0,22.200001,2023-01-05,09:45:00,,
5070739,2023-01-05 10:00:00,C,0.0,3840.0,3895.0,55.0,4.05,P100,,,,2x,,True,Expiration,4.05,4.05,0,0,0.0,0,22.200001,2023-01-05,10:00:00,,
5071351,2023-01-05 10:15:00,C,0.0,3845.0,3900.0,55.0,4.4,P100,,,,2x,,True,Expiration,4.4,4.4,0,0,0.0,0,22.200001,2023-01-05,10:15:00,,
5071583,2023-01-05 10:30:00,C,0.0,3840.0,3895.0,55.0,3.8,P100,,,,2x,,True,Expiration,3.8,3.8,0,0,0.0,0,22.200001,2023-01-05,10:30:00,,
5072171,2023-01-05 10:45:00,C,0.0,3840.0,3895.0,55.0,3.85,P100,,,,2x,,True,Expiration,3.85,3.85,0,0,0.0,0,22.200001,2023-01-05,10:45:00,,
5072519,2023-01-05 11:00:00,C,0.0,3825.0,3880.0,55.0,4.6,P100,,,,2x,,True,Expiration,4.6,4.6,0,0,0.0,0,22.200001,2023-01-05,11:00:00,,
5072907,2023-01-05 11:15:00,C,0.0,3830.0,3885.0,55.0,4.35,P100,,,,2x,,True,Expiration,4.35,4.35,0,0,0.0,0,22.200001,2023-01-05,11:15:00,,
5073227,2023-01-05 11:30:00,C,0.0,3825.0,3880.0,55.0,4.25,P100,,,,2x,,True,Expiration,4.25,4.25,0,0,0.0,0,22.200001,2023-01-05,11:30:00,,
5073567,2023-01-05 11:45:00,C,0.0,3830.0,3885.0,55.0,3.75,P100,,,,2x,,True,Expiration,3.75,3.75,0,0,0.0,0,22.200001,2023-01-05,11:45:00,,
5073919,2023-01-05 12:00:00,C,0.0,3820.0,3875.0,55.0,4.65,P100,,,,2x,,True,Expiration,4.65,4.65,0,0,0.0,0,22.200001,2023-01-05,12:00:00,,
5065343,2023-01-05 12:15:00,P,0.0,3795.0,3740.0,55.0,4.25,P100,,,,2x,,True,Expiration,4.25,4.25,0,0,0.0,26,22.200001,2023-01-05,12:15:00,,
5065555,2023-01-05 12:30:00,P,0.0,3795.0,3740.0,55.0,3.65,P100,,,,2x,,True,Expiration,3.65,3.65,0,0,0.0,0,22.200001,2023-01-05,12:30:00,,
5066067,2023-01-05 12:45:00,P,0.0,3795.0,3740.0,55.0,3.75,P100,,,,2x,,True,Expiration,3.75,3.75,0,0,0.0,0,22.200001,2023-01-05,12:45:00,,
5075475,2023-01-05 13:00:00,C,0.0,3820.0,3875.0,55.0,4.35,P100,,,1/5/2023 1:27:00 PM,2x,13.05,False,Stop Loss,-8.7,-8.7,0,0,2.0,0,22.200001,2023-01-05,13:00:00,2023-01-05,13:27:00
5075807,2023-01-05 13:15:00,C,0.0,3815.0,3870.0,55.0,4.8,P100,,,1/5/2023 1:27:00 PM,2x,14.4,False,Stop Loss,-9.6,-9.6,0,0,2.0,0,22.200001,2023-01-05,13:15:00,2023-01-05,13:27:00
5066939,2023-01-05 13:30:00,P,0.0,3810.0,3755.0,55.0,4.0,P100,,,,2x,,True,Expiration (ITM),2.53,2.53,0,0,0.0,0,22.200001,2023-01-05,13:30:00,,
5067391,2023-01-05 13:45:00,P,0.0,3810.0,3755.0,55.0,3.7,P100,,,,2x,,True,Expiration (ITM),2.23,2.23,0,0,0.0,0,22.200001,2023-01-05,13:45:00,,
5067583,2023-01-05 14:00:00,P,0.0,3810.0,3755.0,55.0,3.6,P100,,,,2x,,True,Expiration (ITM),2.13,2.13,0,0,0.0,0,22.200001,2023-01-05,14:00:00,,
5067869,2023-01-05 14:15:00,P,0.0,3810.0,3755.0,55.0,4.1,P100,,,,2x,,True,Expiration (ITM),2.63,2.63,0,0,0.0,0,22.200001,2023-01-05,14:15:00,,
5078083,2023-01-05 14:30:00,C,0.0,3820.0,3875.0,55.0,4.65,P100,,,,2x,,True,Expiration,4.65,4.65,0,0,0.0,0,22.200001,2023-01-05,14:30:00,,
5068399,2023-01-05 14:45:00,P,0.0,3820.0,3765.0,55.0,4.3,P100,,,1/5/2023 3:26:00 PM,2x,12.9,False,Stop Loss,-8.6,-8.6,0,0,2.0,0,22.200001,2023-01-05,14:45:00,2023-01-05,15:26:00
5068715,2023-01-05 15:00:00,P,0.0,3820.0,3765.0,55.0,4.85,P100,,,1/5/2023 3:50:00 PM,2x,14.55,False,Stop Loss,-9.7,-9.7,0,0,2.0,0,22.200001,2023-01-05,15:00:00,2023-01-05,15:50:00
5079339,2023-01-05 15:15:00,C,0.0,3820.0,3875.0,55.0,3.35,P100,,,,2x,,True,Expiration,3.35,3.35,0,0,0.0,0,22.200001,2023-01-05,15:15:00,,
5079459,2023-01-05 15:30:00,C,0.0,3810.0,3865.0,55.0,4.45,P100,,,,2x,,True,Expiration,4.45,4.45,0,0,0.0,0,22.200001,2023-01-05,15:30:00,,
5079963,2023-01-05 15:45:00,C,0.0,3810.0,3865.0,55.0,3.0,P100,,,,2x,,True,Expiration,3.0,3.0,0,0,0.0,0,22.200001,2023-01-05,15:45:00,,
5091375,2023-01-06 09:33:00,P,0.0,3795.0,3740.0,55.0,4.25,P100,,,,2x,,True,Expiration,4.25,4.25,0,0,0.0,26,22.690001,2023-01-06,09:33:00,,
5092207,2023-01-06 09:45:00,P,0.0,3775.0,3720.0,55.0,4.3,P100,,,,2x,,True,Expiration,4.3,4.3,0,0,0.0,0,22.690001,2023-01-06,09:45:00,,
5092951,2023-01-06 10:00:00,P,0.0,3790.0,3735.0,55.0,3.95,P100,,,,2x,,True,Expiration,3.95,3.95,0,0,0.0,0,22.690001,2023-01-06,10:00:00,,
5093359,2023-01-06 10:15:00,P,0.0,3815.0,3760.0,55.0,4.95,P100,,,,2x,,True,Expiration,4.95,4.95,0,0,0.0,0,22.690001,2023-01-06,10:15:00,,
5093979,2023-01-06 10:30:00,P,0.0,3820.0,3765.0,55.0,4.4,P100,,,,2x,,True,Expiration,4.4,4.4,0,0,0.0,0,22.690001,2023-01-06,10:30:00,,
5094735,2023-01-06 10:45:00,P,0.0,3835.0,3780.0,55.0,4.1,P100,,,,2x,,True,Expiration,4.1,4.1,0,0,0.0,0,22.690001,2023-01-06,10:45:00,,
5095543,2023-01-06 11:00:00,P,0.0,3850.0,3795.0,55.0,4.9,P100,,,,2x,,True,Expiration,4.9,4.9,0,0,0.0,0,22.690001,2023-01-06,11:00:00,,
5096339,2023-01-06 11:15:00,P,0.0,3850.0,3795.0,55.0,4.55,P100,,,,2x,,True,Expiration,4.55,4.55,0,0,0.0,0,22.690001,2023-01-06,11:15:00,,
5097059,2023-01-06 11:30:00,P,0.0,3850.0,3795.0,55.0,4.35,P100,,,,2x,,True,Expiration,4.35,4.35,0,0,0.0,0,22.690001,2023-01-06,11:30:00,,
5097551,2023-01-06 11:45:00,P,0.0,3850.0,3795.0,55.0,3.95,P100,,,,2x,,True,Expiration,3.95,3.95,0,0,0.0,0,22.690001,2023-01-06,11:45:00,,
5098083,2023-01-06 12:00:00,P,0.0,3860.0,3805.0,55.0,3.9,P100,,,,2x,,True,Expiration,3.9,3.9,0,0,0.0,0,22.690001,2023-01-06,12:00:00,,
5098703,2023-01-06 12:15:00,P,0.0,3860.0,3805.0,55.0,4.15,P100,,,,2x,,True,Expiration,4.15,4.15,0,0,0.0,0,22.690001,2023-01-06,12:15:00,,
5086739,2023-01-06 12:30:00,C,0.0,3885.0,3940.0,55.0,3.65,P100,,,1/6/2023 2:19:00 PM,2x,10.95,False,Stop Loss,-7.3,-7.3,0,0,2.0,26,22.690001,2023-01-06,12:30:00,2023-01-06,14:19:00
5087267,2023-01-06 12:45:00,C,0.0,3880.0,3935.0,55.0,4.0,P100,,,1/6/2023 2:12:00 PM,2x,12.0,False,Stop Loss,-8.0,-8.0,0,0,2.0,0,22.690001,2023-01-06,12:45:00,2023-01-06,14:12:00
5087635,2023-01-06 13:00:00,C,0.0,3880.0,3935.0,55.0,3.95,P100,,,1/6/2023 2:12:00 PM,2x,11.85,False,Stop Loss,-7.9,-7.9,0,0,2.0,0,22.690001,2023-01-06,13:00:00,2023-01-06,14:12:00
5100863,2023-01-06 13:15:00,P,0.0,3865.0,3810.0,55.0,4.85,P100,,,,2x,,True,Expiration,4.85,4.85,0,0,0.0,0,22.690001,2023-01-06,13:15:00,,
5101251,2023-01-06 13:30:00,P,0.0,3865.0,3810.0,55.0,3.7,P100,,,,2x,,True,Expiration,3.7,3.7,0,0,0.0,0,22.690001,2023-01-06,13:30:00,,
5101783,2023-01-06 13:45:00,P,0.0,3870.0,3815.0,55.0,3.85,P100,,,,2x,,True,Expiration,3.85,3.85,0,0,0.0,0,22.690001,2023-01-06,13:45:00,,
5102283,2023-01-06 14:00:00,P,0.0,3875.0,3820.0,55.0,4.2,P100,,,,2x,,True,Expiration,4.2,4.2,0,0,0.0,0,22.690001,2023-01-06,14:00:00,,
5102779,2023-01-06 14:15:00,P,0.0,3885.0,3830.0,55.0,4.8,P100,,,,2x,,True,Expiration,4.8,4.8,0,0,0.0,0,22.690001,2023-01-06,14:15:00,,
5103271,2023-01-06 14:30:00,P,0.0,3885.0,3830.0,55.0,3.75,P100,,,,2x,,True,Expiration,3.75,3.75,0,0,0.0,0,22.690001,2023-01-06,14:30:00,,
5103535,2023-01-06 14:45:00,P,0.0,3895.0,3840.0,55.0,4.65,P100,,,,2x,,True,Expiration (ITM),2.92,2.92,0,0,0.0,0,22.690001,2023-01-06,14:45:00,,
5103879,2023-01-06 15:00:00,P,0.0,3895.0,3840.0,55.0,3.2,P100,,,,2x,,True,Expiration (ITM),1.47,1.47,0,0,0.0,0,22.690001,2023-01-06,15:00:00,,
5104299,2023-01-06 15:15:00,P,0.0,3905.0,3850.0,55.0,4.15,P100,,,1/6/2023 3:57:00 PM,2x,12.45,False,Stop Loss,-8.3,-8.3,0,0,2.0,0,22.690001,2023-01-06,15:15:00,2023-01-06,15:57:00
5104719,2023-01-06 15:30:00,P,0.0,3895.0,3840.0,55.0,2.75,P100,,,,2x,,True,Expiration (ITM),1.02,1.02,0,0,0.0,0,22.690001,2023-01-06,15:30:00,,
5105067,2023-01-06 15:45:00,P,0.0,3905.0,3850.0,55.0,3.95,P100,,,1/6/2023 3:54:00 PM,2x,11.85,False,Stop Loss,-7.9,-7.9,0,0,2.0,0,22.690001,2023-01-06,15:45:00,2023-01-06,15:54:00
5105415,2023-01-09 09:33:00,P,0.0,3895.0,3840.0,55.0,4.6,P100,,,,2x,,True,Expiration (ITM),2.63,2.63,0,0,0.0,26,21.75,2023-01-09,09:33:00,,
5105779,2023-01-09 09:45:00,P,0.0,3895.0,3840.0,55.0,4.15,P100,,,,2x,,True,Expiration (ITM),2.18,2.18,0,0,0.0,0,21.75,2023-01-09,09:45:00,,
5106251,2023-01-09 10:00:00,P,0.0,3910.0,3855.0,55.0,4.5,P100,,,1/9/2023 3:14:00 PM,2x,13.5,False,Stop Loss,-9.0,-9.0,0,0,2.0,0,21.75,2023-01-09,10:00:00,2023-01-09,15:14:00
5106751,2023-01-09 10:15:00,P,0.0,3910.0,3855.0,55.0,4.85,P100,,,1/9/2023 3:31:00 PM,2x,14.55,False,Stop Loss,-9.7,-9.7,0,0,2.0,0,21.75,2023-01-09,10:15:00,2023-01-09,15:31:00
5107043,2023-01-09 10:30:00,P,0.0,3910.0,3855.0,55.0,4.15,P100,,,1/9/2023 3:14:00 PM,2x,12.45,False,Stop Loss,-8.3,-8.3,0,0,2.0,0,21.75,2023-01-09,10:30:00,2023-01-09,15:14:00
5107463,2023-01-09 10:45:00,P,0.0,3925.0,3870.0,55.0,3.9,P100,,,1/9/2023 1:43:00 PM,2x,11.7,False,Stop Loss,-7.8,-7.8,0,0,2.0,0,21.75,2023-01-09,10:45:00,2023-01-09,13:43:00
5107799,2023-01-09 11:00:00,P,0.0,3925.0,3870.0,55.0,3.8,P100,,,1/9/2023 1:43:00 PM,2x,11.4,False,Stop Loss,-7.6,-7.6,0,0,2.0,0,21.75,2023-01-09,11:00:00,2023-01-09,13:43:00
5108099,2023-01-09 11:15:00,P,0.0,3940.0,3885.0,55.0,4.65,P100,,,1/9/2023 1:11:00 PM,2x,13.95,False,Stop Loss,-9.3,-9.3,0,0,2.0,0,21.75,2023-01-09,11:15:00,2023-01-09,13:11:00
5108779,2023-01-09 11:30:00,P,0.0,3940.0,3885.0,55.0,4.6,P100,,,1/9/2023 1:11:00 PM,2x,13.8,False,Stop Loss,-9.2,-9.2,0,0,2.0,0,21.75,2023-01-09,11:30:00,2023-01-09,13:11:00
5109063,2023-01-09 11:45:00,P,0.0,3935.0,3880.0,55.0,4.05,P100,,,1/9/2023 1:35:00 PM,2x,12.15,False,Stop Loss,-8.1,-8.1,0,0,2.0,0,21.75,2023-01-09,11:45:00,2023-01-09,13:35:00
5109647,2023-01-09 12:00:00,P,0.0,3940.0,3885.0,55.0,4.7,P100,,,1/9/2023 1:35:00 PM,2x,14.1,False,Stop Loss,-9.4,-9.4,0,0,2.0,0,21.75,2023-01-09,12:00:00,2023-01-09,13:35:00
5119791,2023-01-09 12:15:00,C,0.0,3955.0,4010.0,55.0,3.35,P100,,,,2x,,True,Expiration,3.35,3.35,0,0,0.0,26,21.75,2023-01-09,12:15:00,,
5120175,2023-01-09 12:30:00,C,0.0,3950.0,4005.0,55.0,4.95,P100,,,,2x,,True,Expiration,4.95,4.95,0,0,0.0,0,21.75,2023-01-09,12:30:00,,
5120523,2023-01-09 12:45:00,C,0.0,3945.0,4000.0,55.0,3.6,P100,,,,2x,,True,Expiration,3.6,3.6,0,0,0.0,0,21.75,2023-01-09,12:45:00,,
5120675,2023-01-09 13:00:00,C,0.0,3945.0,4000.0,55.0,4.35,P100,,,,2x,,True,Expiration,4.35,4.35,0,0,0.0,0,21.75,2023-01-09,13:00:00,,
5121011,2023-01-09 13:15:00,C,0.0,3940.0,3995.0,55.0,4.4,P100,,,,2x,,True,Expiration,4.4,4.4,0,0,0.0,0,21.75,2023-01-09,13:15:00,,
5121303,2023-01-09 13:30:00,C,0.0,3940.0,3995.0,55.0,4.25,P100,,,,2x,,True,Expiration,4.25,4.25,0,0,0.0,0,21.75,2023-01-09,13:30:00,,
5121435,2023-01-09 13:45:00,C,0.0,3930.0,3985.0,55.0,3.3,P100,,,,2x,,True,Expiration,3.3,3.3,0,0,0.0,0,21.75,2023-01-09,13:45:00,,
5121771,2023-01-09 14:00:00,C,0.0,3925.0,3980.0,55.0,4.45,P100,,,,2x,,True,Expiration,4.45,4.45,0,0,0.0,0,21.75,2023-01-09,14:00:00,,
5122003,2023-01-09 14:15:00,C,0.0,3925.0,3980.0,55.0,3.6,P100,,,,2x,,True,Expiration,3.6,3.6,0,0,0.0,0,21.75,2023-01-09,14:15:00,,
5122127,2023-01-09 14:30:00,C,0.0,3925.0,3980.0,55.0,3.95,P100,,,,2x,,True,Expiration,3.95,3.95,0,0,0.0,0,21.75,2023-01-09,14:30:00,,
5122647,2023-01-09 14:45:00,C,0.0,3920.0,3975.0,55.0,3.25,P100,,,,2x,,True,Expiration,3.25,3.25,0,0,0.0,0,21.75,2023-01-09,14:45:00,,
5123155,2023-01-09 15:00:00,C,0.0,3905.0,3960.0,55.0,4.2,P100,,,,2x,,True,Expiration,4.2,4.2,0,0,0.0,0,21.75,2023-01-09,15:00:00,,
5123323,2023-01-09 15:15:00,C,0.0,3900.0,3955.0,55.0,3.0,P100,,,,2x,,True,Expiration,3.0,3.0,0,0,0.0,0,21.75,2023-01-09,15:15:00,,
